gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000135111,TBX3,T-box transcription factor 3,12q24.21,protein_coding,44,1296,3.4,282,16508,1.71,1100,151,13.73,169,15.36,44,Cancer Gene Census
ENSG00000129514,FOXA1,forkhead box A1,14q21.1,protein_coding,43,1296,3.32,209,16508,1.27,1100,198,18.0,159,14.45,43,Cancer Gene Census
ENSG00000100345,MYH9,myosin heavy chain 9,22q12.3,protein_coding,42,1296,3.24,484,16508,2.93,1100,101,9.18,424,38.55,42,Cancer Gene Census
ENSG00000115760,BIRC6,baculoviral IAP repeat containing 6,2p22.3,protein_coding,41,1296,3.16,760,16508,4.6,1100,169,15.36,117,10.64,45,Cancer Gene Census
ENSG00000127914,AKAP9,A-kinase anchoring protein 9,7q21.2,protein_coding,41,1296,3.16,660,16508,4.0,1100,271,24.64,96,8.73,49,Cancer Gene Census
ENSG00000046889,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",8q13.2,protein_coding,38,1296,2.93,699,16508,4.23,1100,549,49.91,43,3.91,40,Cancer Gene Census
ENSG00000196159,FAT4,FAT atypical cadherin 4,4q28.1,protein_coding,38,1296,2.93,1444,16508,8.75,1100,54,4.91,313,28.45,42,Cancer Gene Census
ENSG00000067955,CBFB,core-binding factor subunit beta,16q22.1,protein_coding,37,1296,2.85,85,16508,0.51,1100,89,8.09,609,55.36,36,Cancer Gene Census
ENSG00000104517,UBR5,ubiquitin protein ligase E3 component n-recognin 5,8q22.3,protein_coding,37,1296,2.85,560,16508,3.39,1100,628,57.09,27,2.45,38,Cancer Gene Census
ENSG00000118058,KMT2A,lysine methyltransferase 2A,11q23.3,protein_coding,37,1296,2.85,686,16508,4.16,1100,91,8.27,478,43.45,40,Cancer Gene Census
ENSG00000145675,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,5q13.1,protein_coding,37,1296,2.85,577,16508,3.5,1100,148,13.45,228,20.73,38,Cancer Gene Census
ENSG00000153707,PTPRD,protein tyrosine phosphatase receptor type D,"9p24.1, 9p23",protein_coding,37,1296,2.85,767,16508,4.65,1100,174,15.82,263,23.91,39,Cancer Gene Census
ENSG00000173821,RNF213,ring finger protein 213,17q25.3,protein_coding,37,1296,2.85,759,16508,4.6,1100,353,32.09,135,12.27,43,Cancer Gene Census
ENSG00000111642,CHD4,chromodomain helicase DNA binding protein 4,12p13.31,protein_coding,35,1296,2.7,556,16508,3.37,1100,228,20.73,127,11.55,38,Cancer Gene Census
ENSG00000142208,AKT1,AKT serine/threonine kinase 1,14q32.33,protein_coding,35,1296,2.7,176,16508,1.07,1100,130,11.82,221,20.09,6,Cancer Gene Census
ENSG00000085224,ATRX,ATRX chromatin remodeler,Xq21.1,protein_coding,33,1296,2.55,817,16508,4.95,1100,0,0.0,0,0.0,44,Cancer Gene Census
ENSG00000145113,MUC4,"mucin 4, cell surface associated",3q29,protein_coding,33,1296,2.55,637,16508,3.86,1100,284,25.82,62,5.64,33,Cancer Gene Census
ENSG00000184634,MED12,mediator complex subunit 12,Xq13.1,protein_coding,33,1296,2.55,561,16508,3.4,1100,0,0.0,0,0.0,34,Cancer Gene Census
ENSG00000196924,FLNA,filamin A,Xq28,protein_coding,33,1296,2.55,590,16508,3.57,1100,0,0.0,0,0.0,38,Cancer Gene Census
ENSG00000127329,PTPRB,protein tyrosine phosphatase receptor type B,12q15,protein_coding,32,1296,2.47,633,16508,3.83,1100,231,21.0,70,6.36,33,Cancer Gene Census
ENSG00000141736,ERBB2,erb-b2 receptor tyrosine kinase 2,17q12,protein_coding,32,1296,2.47,355,16508,2.15,1100,291,26.45,220,20.0,27,Cancer Gene Census
ENSG00000149311,ATM,ATM serine/threonine kinase,11q22.3,protein_coding,32,1296,2.47,761,16508,4.61,1100,92,8.36,468,42.55,32,Cancer Gene Census
ENSG00000139687,RB1,RB transcriptional corepressor 1,13q14.2,protein_coding,31,1296,2.39,573,16508,3.47,1100,71,6.45,416,37.82,33,Cancer Gene Census
ENSG00000140836,ZFHX3,zinc finger homeobox 3,"16q22.2, 16q22.3",protein_coding,31,1296,2.39,838,16508,5.08,1100,94,8.55,604,54.91,36,Cancer Gene Census
ENSG00000134250,NOTCH2,notch receptor 2,1p12,protein_coding,29,1296,2.24,431,16508,2.61,1100,240,21.82,158,14.36,29,Cancer Gene Census
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase,1p36.22,protein_coding,29,1296,2.24,517,16508,3.13,1100,61,5.55,361,32.82,30,Cancer Gene Census
ENSG00000139618,BRCA2,BRCA2 DNA repair associated,13q13.1,protein_coding,28,1296,2.16,569,16508,3.45,1100,105,9.55,365,33.18,31,Cancer Gene Census
ENSG00000147050,KDM6A,lysine demethylase 6A,Xp11.3,protein_coding,28,1296,2.16,472,16508,2.86,1100,0,0.0,0,0.0,29,Cancer Gene Census
ENSG00000183454,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,16p13.2,protein_coding,28,1296,2.16,776,16508,4.7,1100,501,45.55,48,4.36,28,Cancer Gene Census
ENSG00000005339,CREBBP,CREB binding protein,16p13.3,protein_coding,27,1296,2.08,777,16508,4.71,1100,491,44.64,59,5.36,29,Cancer Gene Census
ENSG00000012048,BRCA1,BRCA1 DNA repair associated,17q21.31,protein_coding,27,1296,2.08,367,16508,2.22,1100,199,18.09,298,27.09,27,Cancer Gene Census
ENSG00000029534,ANK1,ankyrin 1,8p11.21,protein_coding,27,1296,2.08,709,16508,4.29,1100,393,35.73,190,17.27,28,Cancer Gene Census
ENSG00000047410,TPR,"translocated promoter region, nuclear basket protein",1q31.1,protein_coding,27,1296,2.08,464,16508,2.81,1100,766,69.64,18,1.64,27,Cancer Gene Census
ENSG00000065361,ERBB3,erb-b2 receptor tyrosine kinase 3,12q13.2,protein_coding,27,1296,2.08,381,16508,2.31,1100,177,16.09,106,9.64,24,Cancer Gene Census
ENSG00000102974,CTCF,CCCTC-binding factor,16q22.1,protein_coding,27,1296,2.08,419,16508,2.54,1100,89,8.09,613,55.73,26,Cancer Gene Census
ENSG00000181555,SETD2,"SET domain containing 2, histone lysine methyltransferase",3p21.31,protein_coding,27,1296,2.08,636,16508,3.85,1100,82,7.45,271,24.64,30,Cancer Gene Census
ENSG00000156650,KAT6B,lysine acetyltransferase 6B,10q22.2,protein_coding,26,1296,2.01,349,16508,2.11,1100,147,13.36,167,15.18,28,Cancer Gene Census
ENSG00000172915,NBEA,neurobeachin,13q13.3,protein_coding,26,1296,2.01,704,16508,4.26,1100,104,9.45,375,34.09,29,Cancer Gene Census
ENSG00000196367,TRRAP,transformation/transcription domain associated protein,7q22.1,protein_coding,26,1296,2.01,754,16508,4.57,1100,268,24.36,112,10.18,29,Cancer Gene Census
ENSG00000198173,FAM47C,family with sequence similarity 47 member C,Xp21.1,protein_coding,26,1296,2.01,635,16508,3.85,1100,0,0.0,0,0.0,27,Cancer Gene Census
ENSG00000049618,ARID1B,AT-rich interaction domain 1B,6q25.3,protein_coding,25,1296,1.93,479,16508,2.9,1100,129,11.73,315,28.64,25,Cancer Gene Census
ENSG00000067842,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,Xq28,protein_coding,25,1296,1.93,429,16508,2.6,1100,0,0.0,0,0.0,24,Cancer Gene Census
ENSG00000130396,AFDN,"afadin, adherens junction formation factor",6q27,protein_coding,25,1296,1.93,419,16508,2.54,1100,129,11.73,315,28.64,30,Cancer Gene Census
ENSG00000144218,AFF3,AF4/FMR2 family member 3,2q11.2,protein_coding,25,1296,1.93,443,16508,2.68,1100,131,11.91,128,11.64,25,Cancer Gene Census
ENSG00000133392,MYH11,myosin heavy chain 11,16p13.11,protein_coding,24,1296,1.85,570,16508,3.45,1100,491,44.64,48,4.36,26,Cancer Gene Census
ENSG00000286522,H3C2,H3 clustered histone 2,6p22.2,protein_coding,24,1296,1.85,137,16508,0.83,1100,255,23.18,116,10.55,22,Cancer Gene Census
ENSG00000047936,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",6q22.1,protein_coding,23,1296,1.77,611,16508,3.7,1100,152,13.82,289,26.27,23,Cancer Gene Census
ENSG00000051341,POLQ,DNA polymerase theta,3q13.33,protein_coding,23,1296,1.77,530,16508,3.21,1100,196,17.82,89,8.09,23,Cancer Gene Census
ENSG00000101972,STAG2,stromal antigen 2,Xq25,protein_coding,23,1296,1.77,400,16508,2.42,1100,0,0.0,0,0.0,24,Cancer Gene Census
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",19p13.2,protein_coding,23,1296,1.77,583,16508,3.53,1100,190,17.27,151,13.73,24,Cancer Gene Census
ENSG00000133124,IRS4,insulin receptor substrate 4,Xq22.3,protein_coding,23,1296,1.77,459,16508,2.78,1100,0,0.0,0,0.0,23,Cancer Gene Census
ENSG00000148400,NOTCH1,notch receptor 1,9q34.3,protein_coding,23,1296,1.77,812,16508,4.92,1100,135,12.27,205,18.64,26,Cancer Gene Census
ENSG00000184675,AMER1,APC membrane recruitment protein 1,Xq11.2,protein_coding,23,1296,1.77,431,16508,2.61,1100,0,0.0,0,0.0,23,Cancer Gene Census
ENSG00000198822,GRM3,glutamate metabotropic receptor 3,"7q21.11, 7q21.12",protein_coding,23,1296,1.77,532,16508,3.22,1100,269,24.45,97,8.82,23,Cancer Gene Census
ENSG00000100503,NIN,ninein,14q22.1,protein_coding,22,1296,1.7,385,16508,2.33,1100,180,16.36,176,16.0,25,Cancer Gene Census
ENSG00000116128,BCL9,BCL9 transcription coactivator,1q21.2,protein_coding,22,1296,1.7,340,16508,2.06,1100,349,31.73,28,2.55,23,Cancer Gene Census
ENSG00000134982,APC,APC regulator of WNT signaling pathway,5q22.2,protein_coding,22,1296,1.7,1082,16508,6.55,1100,160,14.55,199,18.09,34,Cancer Gene Census
ENSG00000143379,SETDB1,SET domain bifurcated histone lysine methyltransferase 1,1q21.3,protein_coding,22,1296,1.7,297,16508,1.8,1100,737,67.0,15,1.36,23,Cancer Gene Census
ENSG00000167258,CDK12,cyclin dependent kinase 12,17q12,protein_coding,22,1296,1.7,371,16508,2.25,1100,287,26.09,229,20.82,24,Cancer Gene Census
ENSG00000187323,DCC,DCC netrin 1 receptor,18q21.2,protein_coding,22,1296,1.7,750,16508,4.54,1100,137,12.45,290,26.36,22,Cancer Gene Census
ENSG00000041982,TNC,tenascin C,9q33.1,protein_coding,21,1296,1.62,528,16508,3.2,1100,141,12.82,209,19.0,22,Cancer Gene Census
ENSG00000064012,CASP8,caspase 8,2q33.1,protein_coding,21,1296,1.62,320,16508,1.94,1100,119,10.82,157,14.27,21,Cancer Gene Census
ENSG00000119397,CNTRL,centriolin,9q33.2,protein_coding,21,1296,1.62,351,16508,2.13,1100,145,13.18,201,18.27,26,Cancer Gene Census
ENSG00000147724,FAM135B,family with sequence similarity 135 member B,8q24.23,protein_coding,21,1296,1.62,953,16508,5.77,1100,586,53.27,61,5.55,22,Cancer Gene Census
ENSG00000153201,RANBP2,RAN binding protein 2,2q13,protein_coding,21,1296,1.62,533,16508,3.23,1100,114,10.36,140,12.73,25,Cancer Gene Census
ENSG00000175054,ATR,ATR serine/threonine kinase,3q23,protein_coding,21,1296,1.62,496,16508,3.0,1100,240,21.82,71,6.45,25,Cancer Gene Census
ENSG00000178104,PDE4DIP,phosphodiesterase 4D interacting protein,1q21.2,protein_coding,21,1296,1.62,436,16508,2.64,1100,324,29.45,40,3.64,25,Cancer Gene Census
ENSG00000079102,RUNX1T1,RUNX1 partner transcriptional co-repressor 1,8q21.3,protein_coding,20,1296,1.54,513,16508,3.11,1100,617,56.09,25,2.27,20,Cancer Gene Census
ENSG00000085185,BCORL1,BCL6 corepressor like 1,Xq26.1,protein_coding,20,1296,1.54,517,16508,3.13,1100,0,0.0,0,0.0,20,Cancer Gene Census
ENSG00000100393,EP300,E1A binding protein p300,22q13.2,protein_coding,20,1296,1.54,567,16508,3.43,1100,107,9.73,420,38.18,20,Cancer Gene Census
ENSG00000115524,SF3B1,splicing factor 3b subunit 1,2q33.1,protein_coding,20,1296,1.54,366,16508,2.22,1100,126,11.45,144,13.09,13,Cancer Gene Census
ENSG00000118007,STAG1,stromal antigen 1,3q22.3,protein_coding,20,1296,1.54,297,16508,1.8,1100,227,20.64,78,7.09,27,Cancer Gene Census
ENSG00000128052,KDR,kinase insert domain receptor,4q12,protein_coding,20,1296,1.54,503,16508,3.05,1100,140,12.73,190,17.27,22,Cancer Gene Census
ENSG00000138336,TET1,tet methylcytosine dioxygenase 1,10q21.3,protein_coding,20,1296,1.54,452,16508,2.74,1100,130,11.82,176,16.0,24,Cancer Gene Census
ENSG00000146648,EGFR,epidermal growth factor receptor,7p11.2,protein_coding,20,1296,1.54,660,16508,4.0,1100,301,27.36,55,5.0,19,Cancer Gene Census
ENSG00000156976,EIF4A2,eukaryotic translation initiation factor 4A2,3q27.3,protein_coding,20,1296,1.54,205,16508,1.24,1100,282,25.64,57,5.18,22,Cancer Gene Census
ENSG00000157388,CACNA1D,calcium voltage-gated channel subunit alpha1 D,3p21.1,protein_coding,20,1296,1.54,512,16508,3.1,1100,77,7.0,277,25.18,23,Cancer Gene Census
ENSG00000165671,NSD1,nuclear receptor binding SET domain protein 1,5q35.3,protein_coding,20,1296,1.54,562,16508,3.4,1100,237,21.55,140,12.73,23,Cancer Gene Census
ENSG00000178568,ERBB4,erb-b2 receptor tyrosine kinase 4,2q34,protein_coding,20,1296,1.54,673,16508,4.08,1100,110,10.0,168,15.27,21,Cancer Gene Census
ENSG00000066032,CTNNA2,catenin alpha 2,2p12,protein_coding,19,1296,1.47,670,16508,4.06,1100,159,14.45,112,10.18,18,Cancer Gene Census
ENSG00000082898,XPO1,exportin 1,2p15,protein_coding,19,1296,1.47,197,16508,1.19,1100,182,16.55,107,9.73,22,Cancer Gene Census
ENSG00000085276,MECOM,MDS1 and EVI1 complex locus,3q26.2,protein_coding,19,1296,1.47,444,16508,2.69,1100,299,27.18,44,4.0,20,Cancer Gene Census
ENSG00000109670,FBXW7,F-box and WD repeat domain containing 7,4q31.3,protein_coding,19,1296,1.47,657,16508,3.98,1100,102,9.27,261,23.73,17,Cancer Gene Census
ENSG00000171094,ALK,ALK receptor tyrosine kinase,"2p23.2, 2p23.1",protein_coding,19,1296,1.47,491,16508,2.97,1100,165,15.0,119,10.82,19,Cancer Gene Census
ENSG00000174469,CNTNAP2,contactin associated protein 2,"7q35, 7q36.1",protein_coding,19,1296,1.47,819,16508,4.96,1100,252,22.91,135,12.27,20,Cancer Gene Census
ENSG00000183337,BCOR,BCL6 corepressor,Xp11.4,protein_coding,19,1296,1.47,492,16508,2.98,1100,0,0.0,0,0.0,20,Cancer Gene Census
ENSG00000189079,ARID2,AT-rich interaction domain 2,12q12,protein_coding,19,1296,1.47,529,16508,3.2,1100,175,15.91,100,9.09,20,Cancer Gene Census
ENSG00000198286,CARD11,caspase recruitment domain family member 11,7p22.2,protein_coding,19,1296,1.47,485,16508,2.94,1100,304,27.64,95,8.64,19,Cancer Gene Census
ENSG00000083168,KAT6A,lysine acetyltransferase 6A,8p11.21,protein_coding,18,1296,1.39,419,16508,2.54,1100,392,35.64,187,17.0,18,Cancer Gene Census
ENSG00000091831,ESR1,estrogen receptor 1,"6q25.1, 6q25.2",protein_coding,18,1296,1.39,228,16508,1.38,1100,155,14.09,278,25.27,16,Cancer Gene Census
ENSG00000100815,TRIP11,thyroid hormone receptor interactor 11,14q32.12,protein_coding,18,1296,1.39,315,16508,1.91,1100,130,11.82,255,23.18,19,Cancer Gene Census
ENSG00000100852,ARHGAP5,Rho GTPase activating protein 5,14q12,protein_coding,18,1296,1.39,360,16508,2.18,1100,185,16.82,160,14.55,21,Cancer Gene Census
ENSG00000133895,MEN1,menin 1,11q13.1,protein_coding,18,1296,1.39,163,16508,0.99,1100,167,15.18,194,17.64,21,Cancer Gene Census
ENSG00000136492,BRIP1,BRCA1 interacting protein C-terminal helicase 1,17q23.2,protein_coding,18,1296,1.39,275,16508,1.67,1100,389,35.36,116,10.55,18,Cancer Gene Census
ENSG00000137497,NUMA1,nuclear mitotic apparatus protein 1,11q13.4,protein_coding,18,1296,1.39,358,16508,2.17,1100,222,20.18,192,17.45,21,Cancer Gene Census
ENSG00000147130,ZMYM3,zinc finger MYM-type containing 3,Xq13.1,protein_coding,18,1296,1.39,323,16508,1.96,1100,0,0.0,0,0.0,18,Cancer Gene Census
ENSG00000182901,RGS7,regulator of G protein signaling 7,1q43,protein_coding,18,1296,1.39,351,16508,2.13,1100,756,68.73,32,2.91,17,Cancer Gene Census
ENSG00000197535,MYO5A,myosin VA,15q21.2,protein_coding,18,1296,1.39,366,16508,2.22,1100,85,7.73,256,23.27,18,Cancer Gene Census
ENSG00000040731,CDH10,cadherin 10,"5p14.2, 5p14.1",protein_coding,17,1296,1.31,736,16508,4.46,1100,320,29.09,71,6.45,17,Cancer Gene Census
ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,8p11.23,protein_coding,17,1296,1.31,234,16508,1.42,1100,376,34.18,235,21.36,17,Cancer Gene Census
ENSG00000087460,GNAS,GNAS complex locus,20q13.32,protein_coding,17,1296,1.31,369,16508,2.24,1100,465,42.27,38,3.45,17,Cancer Gene Census
ENSG00000124181,PLCG1,phospholipase C gamma 1,20q12,protein_coding,17,1296,1.31,255,16508,1.54,1100,395,35.91,56,5.09,18,Cancer Gene Census
ENSG00000137812,KNL1,kinetochore scaffold 1,15q15.1,protein_coding,17,1296,1.31,333,16508,2.02,1100,57,5.18,293,26.64,24,Cancer Gene Census
ENSG00000143970,ASXL2,ASXL transcriptional regulator 2,2p23.3,protein_coding,17,1296,1.31,343,16508,2.08,1100,158,14.36,139,12.64,20,Cancer Gene Census
ENSG00000152217,SETBP1,SET binding protein 1,18q12.3,protein_coding,17,1296,1.31,534,16508,3.23,1100,148,13.45,275,25.0,19,Cancer Gene Census
ENSG00000165731,RET,ret proto-oncogene,10q11.21,protein_coding,17,1296,1.31,365,16508,2.21,1100,176,16.0,145,13.18,17,Cancer Gene Census
ENSG00000171456,ASXL1,ASXL transcriptional regulator 1,20q11.21,protein_coding,17,1296,1.31,405,16508,2.45,1100,388,35.27,47,4.27,21,Cancer Gene Census
ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1,"1p36.31, 1p36.23",protein_coding,17,1296,1.31,482,16508,2.92,1100,76,6.91,356,32.36,18,Cancer Gene Census
ENSG00000185008,ROBO2,roundabout guidance receptor 2,3p12.3,protein_coding,17,1296,1.31,670,16508,4.06,1100,103,9.36,226,20.55,19,Cancer Gene Census
ENSG00000197299,BLM,BLM RecQ like helicase,15q26.1,protein_coding,17,1296,1.31,261,16508,1.58,1100,153,13.91,196,17.82,22,Cancer Gene Census
ENSG00000073803,MAP3K13,mitogen-activated protein kinase kinase kinase 13,3q27.2,protein_coding,16,1296,1.23,250,16508,1.51,1100,271,24.64,50,4.55,16,Cancer Gene Census
ENSG00000101343,CRNKL1,crooked neck pre-mRNA splicing factor 1,20p11.23,protein_coding,16,1296,1.23,200,16508,1.21,1100,344,31.27,90,8.18,16,Cancer Gene Census
ENSG00000108821,COL1A1,collagen type I alpha 1 chain,17q21.33,protein_coding,16,1296,1.23,384,16508,2.33,1100,328,29.82,166,15.09,20,Cancer Gene Census
ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,12p13.1,protein_coding,16,1296,1.23,125,16508,0.76,1100,195,17.73,157,14.27,17,Cancer Gene Census
ENSG00000126012,KDM5C,lysine demethylase 5C,Xp11.22,protein_coding,16,1296,1.23,387,16508,2.34,1100,0,0.0,0,0.0,17,Cancer Gene Census
ENSG00000130779,CLIP1,CAP-Gly domain containing linker protein 1,12q24.31,protein_coding,16,1296,1.23,266,16508,1.61,1100,163,14.82,160,14.55,17,Cancer Gene Census
ENSG00000138448,ITGAV,integrin subunit alpha V,2q32.1,protein_coding,16,1296,1.23,262,16508,1.59,1100,126,11.45,143,13.0,17,Cancer Gene Census
ENSG00000169862,CTNND2,catenin delta 2,5p15.2,protein_coding,16,1296,1.23,677,16508,4.1,1100,331,30.09,69,6.27,17,Cancer Gene Census
ENSG00000173575,CHD2,chromodomain helicase DNA binding protein 2,15q26.1,protein_coding,16,1296,1.23,355,16508,2.15,1100,159,14.45,193,17.55,19,Cancer Gene Census
ENSG00000198604,BAZ1A,bromodomain adjacent to zinc finger domain 1A,"14q13.1, 14q13.2",protein_coding,16,1296,1.23,270,16508,1.64,1100,190,17.27,156,14.18,17,Cancer Gene Census
ENSG00000066468,FGFR2,fibroblast growth factor receptor 2,10q26.13,protein_coding,15,1296,1.16,376,16508,2.28,1100,126,11.45,221,20.09,15,Cancer Gene Census
ENSG00000072501,SMC1A,structural maintenance of chromosomes 1A,Xp11.22,protein_coding,15,1296,1.16,269,16508,1.63,1100,0,0.0,0,0.0,17,Cancer Gene Census
ENSG00000078177,N4BP2,NEDD4 binding protein 2,4p14,protein_coding,15,1296,1.16,305,16508,1.85,1100,89,8.09,265,24.09,16,Cancer Gene Census
ENSG00000078403,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,10p12.31,protein_coding,15,1296,1.16,238,16508,1.44,1100,209,19.0,98,8.91,16,Cancer Gene Census
ENSG00000105639,JAK3,Janus kinase 3,19p13.11,protein_coding,15,1296,1.16,281,16508,1.7,1100,213,19.36,123,11.18,17,Cancer Gene Census
ENSG00000121741,ZMYM2,zinc finger MYM-type containing 2,13q12.11,protein_coding,15,1296,1.16,290,16508,1.76,1100,102,9.27,347,31.55,17,Cancer Gene Census
ENSG00000139219,COL2A1,collagen type II alpha 1 chain,12q13.11,protein_coding,15,1296,1.16,410,16508,2.48,1100,167,15.18,109,9.91,14,Cancer Gene Census
ENSG00000165238,WNK2,WNK lysine deficient protein kinase 2,9q22.31,protein_coding,15,1296,1.16,464,16508,2.81,1100,136,12.36,217,19.73,16,Cancer Gene Census
ENSG00000169083,AR,androgen receptor,Xq12,protein_coding,15,1296,1.16,343,16508,2.08,1100,0,0.0,0,0.0,15,Cancer Gene Census
ENSG00000196090,PTPRT,protein tyrosine phosphatase receptor type T,"20q12, 20q13.11",protein_coding,15,1296,1.16,812,16508,4.92,1100,397,36.09,52,4.73,18,Cancer Gene Census
ENSG00000196498,NCOR2,nuclear receptor corepressor 2,12q24.31,protein_coding,15,1296,1.16,514,16508,3.11,1100,165,15.0,162,14.73,15,Cancer Gene Census
ENSG00000257923,CUX1,cut like homeobox 1,7q22.1,protein_coding,15,1296,1.16,491,16508,2.97,1100,257,23.36,123,11.18,16,Cancer Gene Census
ENSG00000068323,TFE3,transcription factor binding to IGHM enhancer 3,Xp11.23,protein_coding,14,1296,1.08,203,16508,1.23,1100,0,0.0,0,0.0,14,Cancer Gene Census
ENSG00000083093,PALB2,partner and localizer of BRCA2,16p12.2,protein_coding,14,1296,1.08,234,16508,1.42,1100,489,44.45,53,4.82,14,Cancer Gene Census
ENSG00000101115,SALL4,spalt like transcription factor 4,20q13.2,protein_coding,14,1296,1.08,374,16508,2.27,1100,460,41.82,30,2.73,14,Cancer Gene Census
ENSG00000103197,TSC2,TSC complex subunit 2,16p13.3,protein_coding,14,1296,1.08,389,16508,2.36,1100,505,45.91,54,4.91,13,Cancer Gene Census
ENSG00000105976,MET,"MET proto-oncogene, receptor tyrosine kinase",7q31.2,protein_coding,14,1296,1.08,350,16508,2.12,1100,255,23.18,125,11.36,16,Cancer Gene Census
ENSG00000110713,NUP98,nucleoporin 98 and 96 precursor,11p15.4,protein_coding,14,1296,1.08,327,16508,1.98,1100,135,12.27,233,21.18,14,Cancer Gene Census
