Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene Regulation,Project ID
AC013470.2,7.14029722433556,2.00154857387311,0.252355410571903,7.93146685199687,2.16572409459982e-15,6.5457912640931705e-15,Upregulated,Project_TCGA-BRCA
AC026316.4,0.352189905522521,-2.77243162444202,0.356376237676995,-7.77950752977769,7.28074124002937e-15,2.15453434118316e-14,Downregulated,Project_TCGA-BRCA
ACACB,3717.46184338188,-3.6720578565724,0.120506535205347,-30.4718565703935,6.1513316725839396e-204,2.7927045793531102e-201,Downregulated,Project_TCGA-BRCA
ACADL,136.849808592412,-3.3480451874063,0.229602250823852,-14.5819353921529,3.65991846611304e-48,3.7924059604808304e-47,Downregulated,Project_TCGA-BRCA
ACAN,384.977730636016,3.11979482055849,0.171670443806518,18.1731622018446,8.42027192478272e-74,1.83665417335875e-72,Upregulated,Project_TCGA-BRCA
ACKR1,1921.56183928414,-2.33768891120756,0.194006402260657,-12.0495451900951,1.9502302696146598e-33,1.23571552494052e-32,Downregulated,Project_TCGA-BRCA
ACO1,3653.74453633347,-2.04797571643141,0.0702671522361579,-29.1455630583755,9.50883706255577e-187,2.72987525198844e-184,Downregulated,Project_TCGA-BRCA
ACOD1,3.48621595071675,3.28145552268926,0.325741238435055,10.0738105450026,7.212820795973731e-24,3.1228362736526804e-23,Upregulated,Project_TCGA-BRCA
ACP7,21.0430361876575,2.6343552629674,0.270579530320928,9.73597396611212,2.1177908830662003e-22,8.61502680125411e-22,Upregulated,Project_TCGA-BRCA
ACSL1,10311.7277891978,-2.80643301744753,0.11438635215856,-24.5346841164872,6.30234288699621e-133,5.39624288771667e-131,Downregulated,Project_TCGA-BRCA
ACSM2A,3.26169244506389,-2.67577975033194,0.255586979380543,-10.4691551847325,1.1970653094898e-25,5.593372180914271e-25,Downregulated,Project_TCGA-BRCA
ACSM2B,3.06561006901489,-2.81796379573869,0.213938847696967,-13.1718190785536,1.27488466500346e-39,9.94736148289271e-39,Downregulated,Project_TCGA-BRCA
ACSM5,179.78931779976,-3.78472492028453,0.126639890620371,-29.8857248039641,3.0165563585139704e-196,1.1777842646182e-193,Downregulated,Project_TCGA-BRCA
ACTL6B,5.92387704647003,2.42317399209419,0.35031951757309,6.9170396467808,4.61179054191164e-12,1.1880624829664699e-11,Upregulated,Project_TCGA-BRCA
ACTL8,154.0944620215,6.98426544169199,0.340817405558854,20.4926900087147,2.50181117500819e-93,8.815949053882639e-92,Upregulated,Project_TCGA-BRCA
ACTN2,109.50828998612,2.5799711331199,0.231926056218728,11.1241107410836,9.575594142368e-29,5.0563902852937e-28,Upregulated,Project_TCGA-BRCA
ACVR1C,568.286302716659,-5.22430621234818,0.165482121062062,-31.5702154336592,9.46762226068002e-219,6.845441547147979e-216,Downregulated,Project_TCGA-BRCA
ADAM18,1.44251684015601,2.58581897825,0.464484694594592,5.56707036494913,2.59057804031025e-08,5.44149607305109e-08,Upregulated,Project_TCGA-BRCA
ADAM33,431.639166125596,-2.71320076953432,0.147730049388382,-18.3659369286564,2.46164616438099e-75,5.54282080980918e-74,Downregulated,Project_TCGA-BRCA
ADAM8,1319.40209125564,2.26826007434514,0.108354098491415,20.9337727499515,2.63770454544769e-97,1.01364701055571e-95,Upregulated,Project_TCGA-BRCA
ADAMDEC1,532.01021697507,3.08774164469839,0.183391226265958,16.836910399522,1.30894712927443e-63,2.09452998833568e-62,Upregulated,Project_TCGA-BRCA
ADAMTS1,4221.65522468941,-2.25428230480812,0.12441805523694,-18.1186106832734,2.2726146096954e-73,4.86469105378e-72,Downregulated,Project_TCGA-BRCA
ADAMTS14,391.552824123206,3.08733711917097,0.123851620805096,24.9277086492835,3.72644346438888e-137,3.3836106656651e-135,Upregulated,Project_TCGA-BRCA
ADAMTS19,116.571172528546,2.33422416287276,0.23689202793099,9.8535361584762,6.61739059419666e-23,2.7486106208490897e-22,Upregulated,Project_TCGA-BRCA
ADAMTS20,14.9560052204813,4.65844180170666,0.336148434655268,13.8582879509287,1.1334554652975299e-43,1.01594662963904e-42,Upregulated,Project_TCGA-BRCA
ADAMTS5,1439.73202607711,-3.05041408844657,0.115312153178967,-26.4535350728579,3.32257575127588e-154,4.028777876795511e-152,Downregulated,Project_TCGA-BRCA
ADCYAP1R1,207.839158534432,-2.63932911178455,0.14570745236232,-18.1138923850068,2.47605790104341e-73,5.29437046485973e-72,Downregulated,Project_TCGA-BRCA
ADGRD1,272.999764251336,-2.53901175105788,0.138371378698754,-18.3492552790525,3.34667955092946e-75,7.51828287609262e-74,Downregulated,Project_TCGA-BRCA
ADGRD2,72.4160212047627,-3.59332493340565,0.310755884580794,-11.5631758293266,6.332272964656021e-31,3.63263687381765e-30,Downregulated,Project_TCGA-BRCA
ADGRF4,48.8952882938488,3.38215105621086,0.241587586569957,13.9996889088152,1.56554513579058e-44,1.4402720141801998e-43,Upregulated,Project_TCGA-BRCA
ADGRG4,3.59163729350551,-3.11075308117084,0.263790691319064,-11.7925051320642,4.26658073313516e-32,2.575516050472e-31,Downregulated,Project_TCGA-BRCA
ADGRG7,5.52991099747041,2.0453536754259,0.39664131099203,5.15668342843644,2.51362238724641e-07,4.96367957149752e-07,Upregulated,Project_TCGA-BRCA
ADH1A,16.9577937929139,-4.83363528637457,0.219794355521252,-21.991626103916,3.4635199297408897e-107,1.6777874954938402e-105,Downregulated,Project_TCGA-BRCA
ADH1B,9526.7682664858,-5.13098751763576,0.251654875211161,-20.3889851660152,2.09445446146635e-92,7.211276895369691e-91,Downregulated,Project_TCGA-BRCA
ADH1C,161.60641107466,-3.38663345789409,0.214501360286067,-15.7884008445334,3.7394012219630395e-56,4.91255657167985e-55,Downregulated,Project_TCGA-BRCA
ADH4,16.3283964201326,-3.71242900919612,0.232908448552473,-15.9394347103717,3.37392009942952e-57,4.54873399040491e-56,Downregulated,Project_TCGA-BRCA
ADIPOQ,6185.05209585124,-5.19347851364899,0.266203717077013,-19.5094139581324,9.132300795412081e-85,2.61026026541778e-83,Downregulated,Project_TCGA-BRCA
ADM2,877.031037647308,2.16867258354207,0.11258336259741,19.2628158682476,1.1021854677786599e-82,2.98845343082985e-81,Upregulated,Project_TCGA-BRCA
ADRA1A,54.3432159860789,-4.58001387709208,0.186868240795477,-24.5093219564517,1.17503528070376e-132,9.97349510865168e-131,Downregulated,Project_TCGA-BRCA
ADRB2,246.929965690081,-2.82747645123248,0.122614491607424,-23.0598880618879,1.1705565983342102e-117,7.09677202257155e-116,Downregulated,Project_TCGA-BRCA
ADRB3,5.80599476312984,-2.98191052803029,0.232879401765529,-12.8045267439865,1.54665862193243e-37,1.1338291256990199e-36,Downregulated,Project_TCGA-BRCA
AGR2,33321.4396184325,2.39603160667957,0.200942156361145,11.9239867336413,8.87573504701347e-33,5.50244838322633e-32,Upregulated,Project_TCGA-BRCA
AGR3,6331.21475257408,2.33986684066844,0.218436689405479,10.71187650315,8.952842921284479e-27,4.37162079813196e-26,Upregulated,Project_TCGA-BRCA
AJM1,303.220649266071,2.03967065431327,0.107444574592702,18.9834681001362,2.3365164276279997e-80,5.92382775326672e-79,Upregulated,Project_TCGA-BRCA
AK5,1188.14647634743,-2.36887118858674,0.181591740592105,-13.0450381766413,6.7823012949222e-39,5.19639269542666e-38,Downregulated,Project_TCGA-BRCA
AKAIN1,1.55543077576886,-3.39431186403471,0.290436134909724,-11.686947511162,1.4863311811671902e-31,8.74507453850089e-31,Downregulated,Project_TCGA-BRCA
AKAP12,3044.2941006892,-2.7208982372105,0.116296933280979,-23.3961305809903,4.67931883335962e-121,3.04498874216155e-119,Downregulated,Project_TCGA-BRCA
AKAP14,8.34703656762567,2.89868530036155,0.309128407948611,9.37696188971226,6.7901034939811e-21,2.58193222457147e-20,Upregulated,Project_TCGA-BRCA
AKAP6,306.944596319289,-2.17559664739858,0.124765809114503,-17.4374427003631,4.2883801219981604e-68,7.758828242970171e-67,Downregulated,Project_TCGA-BRCA
AKR1C1,1108.33691837278,-3.47484535677478,0.19223788625645,-18.0757572008426,4.9471519820417103e-73,1.0531984841157899e-71,Downregulated,Project_TCGA-BRCA
AKR1C2,1692.83490162145,-3.0580352319391,0.228553656123117,-13.3799444901105,7.92065048998316e-41,6.46433690909077e-40,Downregulated,Project_TCGA-BRCA
AKR1C3,1470.29072591292,-2.37625369378485,0.141583068676796,-16.783459463005,3.2248962703529903e-63,5.0853331978861896e-62,Downregulated,Project_TCGA-BRCA
AKR7A3,1500.99890100537,2.57936947415714,0.195506056360615,13.1932970373022,9.589754917406589e-40,7.51248778080302e-39,Upregulated,Project_TCGA-BRCA
AL031777.2,49.7297519882959,3.21295929013018,0.18607196681611,17.2672936450738,8.294184038110211e-67,1.43672636017735e-65,Upregulated,Project_TCGA-BRCA
AL590132.1,3.2645444377169,3.25947397911847,0.288943738040703,11.2806527707457,1.63528013013494e-29,8.91730131298721e-29,Upregulated,Project_TCGA-BRCA
AL603764.2,2.03256487765832,2.4911431136507,0.495402313940902,5.02852538946331,4.94266077076763e-07,9.58294007020813e-07,Upregulated,Project_TCGA-BRCA
AL845331.1,21.0059746317048,-5.28909059258464,0.229831667589808,-23.0128887287383,3.46324793374579e-117,2.07391184547808e-115,Downregulated,Project_TCGA-BRCA
ALAS2,9.4291176890836,-3.29388033517956,0.181871630804131,-18.1110177580524,2.60880444107743e-73,5.57210944187239e-72,Downregulated,Project_TCGA-BRCA
ALDH1A1,2010.44088991661,-2.55931342285904,0.122380435905941,-20.9127660308881,4.09774877572389e-97,1.56548437572763e-95,Downregulated,Project_TCGA-BRCA
ALDH1A2,255.90264848118,-2.74489946603957,0.151922336966154,-18.0677806888337,5.71674994832657e-73,1.21306948360034e-71,Downregulated,Project_TCGA-BRCA
ALDH1L1,469.92234132918,-4.76602962574604,0.189319446315706,-25.1745381602178,7.6143229218416e-140,7.28660843530352e-138,Downregulated,Project_TCGA-BRCA
ALDH2,6227.63292948538,-2.28797204284107,0.107990254731131,-21.186838095137,1.26299134584325e-99,5.12601186144531e-98,Downregulated,Project_TCGA-BRCA
ALG1L,84.379883957372,2.03523044653264,0.19294896825962,10.5480245107823,5.18763327167801e-26,2.46166691127122e-25,Upregulated,Project_TCGA-BRCA
ALPG,1.15584054560408,2.19525057160315,0.473208185055284,4.63907988266661,3.49963773473791e-06,6.44466822540831e-06,Upregulated,Project_TCGA-BRCA
ALPK3,736.98745219792,-2.55154292026743,0.100771436247506,-25.3201007674491,1.91899762797727e-141,1.87313358466861e-139,Downregulated,Project_TCGA-BRCA
ALPP,2.6972019349966,2.92894916535746,0.460579597265378,6.35926815418584,2.02717249265082e-10,4.78183438877831e-10,Upregulated,Project_TCGA-BRCA
ALX4,237.253225616254,-2.34354036154348,0.196618587295177,-11.9192208314731,9.3983363003862e-33,5.81719471325743e-32,Downregulated,Project_TCGA-BRCA
AMELX,1.16143018299667,2.13110870924904,0.701205235012352,3.03920821300128,0.0023720085487231,0.0035467486893515,Upregulated,Project_TCGA-BRCA
AMER2,11.6651994608152,2.31579384740464,0.367716317218451,6.29777287263782,3.01952507733331e-10,7.05362792386035e-10,Upregulated,Project_TCGA-BRCA
AMER3,12.8455133204817,3.93386430843012,0.425760623026216,9.23961516325545,2.4738537137249203e-20,9.17973240816154e-20,Upregulated,Project_TCGA-BRCA
AMH,113.027114499516,2.68916846188633,0.185234900680086,14.5176122426881,9.37182870868788e-48,9.593961198269781e-47,Upregulated,Project_TCGA-BRCA
AMPD1,40.8518026926393,-2.03644535190912,0.195113633772097,-10.437227335368,1.6763549460212302e-25,7.795569617967211e-25,Downregulated,Project_TCGA-BRCA
AMZ1,251.024796375631,2.65803100245047,0.168685754011952,15.7572938984648,6.119786735731759e-56,7.97533221995698e-55,Upregulated,Project_TCGA-BRCA
ANGPT1,431.108414103024,-2.7591810184306,0.142991150941319,-19.2961662331322,5.78449682421638e-83,1.5882552321005899e-81,Downregulated,Project_TCGA-BRCA
ANGPT4,45.6700995731959,-3.50851830956312,0.137515430178284,-25.5136336701594,1.39149969636742e-143,1.38596209553494e-141,Downregulated,Project_TCGA-BRCA
ANGPTL1,341.927808100158,-3.05321872235974,0.149374637874342,-20.4400075260981,7.37278088716653e-93,2.57020407998687e-91,Downregulated,Project_TCGA-BRCA
ANGPTL5,18.2874197933488,-4.11788425577638,0.196864669557571,-20.9173350659152,3.72347985543978e-97,1.4252896811352e-95,Downregulated,Project_TCGA-BRCA
ANGPTL7,80.6441120125593,-4.0957723825296,0.26110964752217,-15.6860247079988,1.8849651253043098e-55,2.43535997195174e-54,Downregulated,Project_TCGA-BRCA
ANGPTL8,28.8425881986023,-4.1688085584136,0.180971569508499,-23.0357098064391,2.04578190553792e-117,1.23264673950343e-115,Downregulated,Project_TCGA-BRCA
ANK2,1136.01428826647,-2.35866595248059,0.114473016187834,-20.6045584455498,2.4978714526597e-94,8.96386884169534e-93,Downregulated,Project_TCGA-BRCA
ANKRD22,556.066228352703,2.05343129298312,0.126614381845547,16.217994062381,3.76284602552403e-59,5.3580073019897995e-58,Upregulated,Project_TCGA-BRCA
ANKRD29,402.712478423842,-2.22177137594959,0.137753705776514,-16.128577909578,1.60677758095171e-58,2.2437419123991e-57,Downregulated,Project_TCGA-BRCA
ANKRD30B,730.071814222363,2.25346723964042,0.24879351224935,9.05758039776338,1.3337622557183502e-19,4.80311875228437e-19,Upregulated,Project_TCGA-BRCA
ANKRD53,66.2978000461586,-2.70373118076396,0.106004348341567,-25.5058516283879,1.69758066255575e-143,1.68224211646768e-141,Downregulated,Project_TCGA-BRCA
ANLN,2536.99470278643,3.36914789198046,0.12078492921777,27.8937770945416,3.17457729798607e-171,5.846613019932461e-169,Upregulated,Project_TCGA-BRCA
ANXA1,12009.19964486,-2.35014471099359,0.106238180152004,-22.121469961468,1.96422994375126e-108,9.88291158812168e-107,Downregulated,Project_TCGA-BRCA
AOC1,139.092877623084,2.79287308552632,0.208786608331843,13.3766868854317,8.27546778626931e-41,6.74264115707636e-40,Upregulated,Project_TCGA-BRCA
AOC2,80.8253506003008,-2.33118563797095,0.119994148077445,-19.427494384696,4.51888795343438e-84,1.27482269692118e-82,Downregulated,Project_TCGA-BRCA
AOC3,4795.97980033627,-4.00520051607551,0.125427096632823,-31.9324980295159,9.45413048687441e-224,8.024501537598359e-221,Downregulated,Project_TCGA-BRCA
AOX1,953.622795606253,-2.31481974954792,0.159244659175002,-14.5362473161756,7.140101010295639e-48,7.351743244883511e-47,Downregulated,Project_TCGA-BRCA
APCDD1,1684.55259914362,-2.16949827544995,0.113499582039061,-19.1145926396742,1.90904810584959e-81,5.00919853795642e-80,Downregulated,Project_TCGA-BRCA
APLP1,802.268360580557,2.50363599077546,0.175718060102621,14.2480288555047,4.61113718039992e-46,4.46520932717099e-45,Upregulated,Project_TCGA-BRCA
APOA1,15.0810750358408,2.00476598785269,0.20553849554081,9.75372512374275,1.77820786981847e-22,7.26086049667353e-22,Upregulated,Project_TCGA-BRCA
APOB,111.361234908804,-5.50202369219189,0.220640342240749,-24.9366169228854,2.98319715550597e-137,2.72140069484989e-135,Downregulated,Project_TCGA-BRCA
APOBEC1,1.1341292447884,2.27059153967548,0.460228376571619,4.93361916661855,8.07197555455191e-07,1.54749196480372e-06,Upregulated,Project_TCGA-BRCA
APOBEC3B,390.926402490405,2.51524236781885,0.155514044014012,16.1737313421817,7.72731184997456e-59,1.09076342686336e-57,Upregulated,Project_TCGA-BRCA
APOBEC4,7.52240060561488,3.49310279445411,0.387157650043262,9.02242999476772,1.83962555515611e-19,6.58232589585e-19,Upregulated,Project_TCGA-BRCA
APOC3,1.53593838453232,2.43774739627221,0.505891636298205,4.8187145652577,1.44486085783144e-06,2.72922822124677e-06,Upregulated,Project_TCGA-BRCA
APOLD1,2562.61632179,-2.08215025479803,0.105272511368459,-19.7786699275218,4.54521701879872e-87,1.3799646444943802e-85,Downregulated,Project_TCGA-BRCA
AQP1,8631.21317205522,-2.11655362495406,0.105214213869654,-20.1166130231812,5.27936193913341e-90,1.7091824838434902e-88,Downregulated,Project_TCGA-BRCA
AQP7,868.113786181377,-5.1317277903485,0.208639552947954,-24.5961406542538,1.38919261877814e-133,1.2161353499456e-131,Downregulated,Project_TCGA-BRCA
ARHGAP11A,897.448066174955,2.24361834970081,0.0980386752870497,22.8850333109018,6.54905729150541e-116,3.8625588049779e-114,Upregulated,Project_TCGA-BRCA
ARHGAP20,256.785785123521,-3.10913499614288,0.111410044765309,-27.9071335326401,2.18594075903356e-171,4.0641843331288705e-169,Downregulated,Project_TCGA-BRCA
ARL14,4.9547300420556,2.87194751676031,0.340998350764042,8.42217421382073,3.6956097763951997e-17,1.20323038783834e-16,Upregulated,Project_TCGA-BRCA
ARMC3,153.594708765279,2.86850837917013,0.183384495928916,15.6420441359559,3.76447279782174e-55,4.8221809684433103e-54,Upregulated,Project_TCGA-BRCA
ARNT2,3720.37261820118,2.04063383071294,0.139918780119568,14.5844169665367,3.52924169538957e-48,3.6608850359933704e-47,Upregulated,Project_TCGA-BRCA
ART3,241.703699662669,2.84556236587822,0.298073202256712,9.5465219427123,1.3412357195750301e-21,5.25458633705473e-21,Upregulated,Project_TCGA-BRCA
ARTN,267.797346659578,3.20138186221387,0.154832689280797,20.6763951274398,5.65090916331434e-95,2.0543212045851502e-93,Upregulated,Project_TCGA-BRCA
ASCL1,217.645011161646,6.20079831412319,0.387114769976807,16.0179843163688,9.570265351920291e-58,1.30833837675202e-56,Upregulated,Project_TCGA-BRCA
ASCL2,268.256361477474,2.5202310847024,0.169853235226378,14.8376984479776,8.35744533371691e-50,9.17111005086124e-49,Upregulated,Project_TCGA-BRCA
ASCL4,12.2218767560539,2.75736201386964,0.277202863395077,9.94709066168546,2.59663445482972e-23,1.09793151022711e-22,Upregulated,Project_TCGA-BRCA
ASF1B,1512.03080522846,3.04215138451406,0.0970500360040389,31.3462159291467,1.09556301497075e-215,7.129193726086329e-213,Upregulated,Project_TCGA-BRCA
ASIC5,2.490435982457,3.55428173018288,0.407407751037831,8.7241387065629,2.68214181160268e-18,9.16198992932764e-18,Upregulated,Project_TCGA-BRCA
ASPA,152.101935498664,-3.60215652947684,0.132685088333835,-27.148163932437,2.6616057486393297e-162,3.82057848712772e-160,Downregulated,Project_TCGA-BRCA
ASPM,1872.63252338162,3.53444937574811,0.12383850094594,28.5407958651811,3.6541649556564195e-179,8.492453364800559e-177,Upregulated,Project_TCGA-BRCA
ASZ1,2.90838004678904,3.69852082764451,0.519591830042937,7.11812737190052,1.09403248197012e-12,2.9101651605151498e-12,Upregulated,Project_TCGA-BRCA
ATF3,3321.58266614531,-2.07320868926183,0.141421865969626,-14.6597463910362,1.1670805402097599e-48,1.23422244344393e-47,Downregulated,Project_TCGA-BRCA
ATOH8,297.431964345418,-3.33627735606557,0.147101288863655,-22.6801368080323,7.03700198948837e-114,3.9475963459423003e-112,Downregulated,Project_TCGA-BRCA
ATP1A2,874.025843124642,-4.52550299445645,0.210306628023134,-21.5185942402093,1.0427626948592e-102,4.5237362953425e-101,Downregulated,Project_TCGA-BRCA
ATP1A3,25.383790555524,3.02237040519998,0.211211333748186,14.3096980240812,1.90338010955639e-46,1.86441477665629e-45,Upregulated,Project_TCGA-BRCA
AUNIP,245.368156805812,2.21021267186457,0.106259252146622,20.8001903572105,4.31094805380967e-96,1.60914584907213e-94,Upregulated,Project_TCGA-BRCA
AURKA,1459.293409538,3.09895312708372,0.109460036427842,28.3112743994617,2.5106761277927897e-176,5.2702601469646095e-174,Upregulated,Project_TCGA-BRCA
AURKB,776.812521046252,3.38027085738484,0.128995965172902,26.2044696735595,2.3633053907061e-151,2.7462171331764503e-149,Upregulated,Project_TCGA-BRCA
AVP,0.353427166694079,-2.01340243938293,0.343210003872213,-5.86638622612111,4.45395637508862e-09,9.764192740536771e-09,Downregulated,Project_TCGA-BRCA
AVPR2,91.8427501036336,-2.75993829220571,0.14538752369322,-18.9833227920534,2.34298830343268e-80,5.93253147336094e-79,Downregulated,Project_TCGA-BRCA
B3GALT1,37.7071761686465,-3.11578043131363,0.178735670043724,-17.432336984282,4.68899190662528e-68,8.467946346081281e-67,Downregulated,Project_TCGA-BRCA
B4GALNT2,151.339956814533,2.10451211041976,0.244861637275858,8.59469916902028,8.34832131341251e-18,2.78829647015293e-17,Upregulated,Project_TCGA-BRCA
BBOX1,508.075908472271,-2.02341848118878,0.223389336350164,-9.05781141682189,1.33094111037537e-19,4.79384360825609e-19,Downregulated,Project_TCGA-BRCA
BCAS1,2441.37799696947,2.42516831716921,0.189440163275925,12.8017642892172,1.6026815493170501e-37,1.17445755276905e-36,Upregulated,Project_TCGA-BRCA
BCAS4,1839.97828707951,2.02613197838487,0.109667250730395,18.4752691883003,3.26594244851028e-76,7.46577616859693e-75,Upregulated,Project_TCGA-BRCA
BEND2,0.692042595813765,-2.09929253319679,0.27740575891786,-7.56758814736212,3.80217174301893e-14,1.0870825537084899e-13,Downregulated,Project_TCGA-BRCA
BEX1,666.23389901455,3.33762970641195,0.309410934925898,10.787045090088,3.96328272036454e-27,1.9647335009384598e-26,Upregulated,Project_TCGA-BRCA
BGN,43080.6201127563,2.31475681580343,0.101644440814671,22.7730783626813,8.4777680089771e-115,4.8965380790310905e-113,Upregulated,Project_TCGA-BRCA
BHMT2,448.338341289221,-3.1639629855948,0.132210399573725,-23.9312716382078,1.44791511976342e-126,1.1084783909028e-124,Downregulated,Project_TCGA-BRCA
BICDL1,1376.86412893237,2.70893376575127,0.099381056067424,27.2580497022835,1.33409311441945e-163,2.01892757982144e-161,Upregulated,Project_TCGA-BRCA
BIRC5,2720.18652993503,3.55056097618615,0.130396497365636,27.2289597337134,2.9500713610730797e-163,4.43009947006682e-161,Upregulated,Project_TCGA-BRCA
BMP2,194.363853324913,-2.16786834723438,0.151705668975361,-14.2899626749379,2.52744872903123e-46,2.46334768288306e-45,Downregulated,Project_TCGA-BRCA
BMP3,57.6439638230967,-4.1723599656314,0.257456627719246,-16.2060693585302,4.56870284271772e-59,6.49600997054154e-58,Downregulated,Project_TCGA-BRCA
BMP8A,631.938362929639,2.71158597972174,0.100711626924527,26.9242595172631,1.14220509804897e-159,1.5378019258008302e-157,Upregulated,Project_TCGA-BRCA
BMPER,147.868709896689,-2.03633837122315,0.187248066374685,-10.8750835757546,1.51516870940905e-27,7.63923645275917e-27,Downregulated,Project_TCGA-BRCA
BMPR1B,10767.9375818528,4.23062712905332,0.247828341659656,17.0707962645502,2.44837696626087e-65,4.12044958063317e-64,Upregulated,Project_TCGA-BRCA
BMX,110.716806355264,-2.71772520535816,0.133322785198111,-20.3845516827431,2.29307554796445e-92,7.88123606467642e-91,Downregulated,Project_TCGA-BRCA
BNIP5,3.55770111693408,2.91392289548588,0.286541076990544,10.169302517077,2.71848279471954e-24,1.1987852071044701e-23,Upregulated,Project_TCGA-BRCA
BPIFA1,15.0088788125324,3.67567910899647,0.596011822364748,6.16712449496852,6.95430049472341e-10,1.5934489936383801e-09,Upregulated,Project_TCGA-BRCA
BPIFA2,4.1716227944993,3.72092416631287,0.444647917179475,8.36824827588472,5.84810746483108e-17,1.889865153591e-16,Upregulated,Project_TCGA-BRCA
BPIFB1,1673.79475159444,3.34713122136893,0.246533406751134,13.57678565951,5.4987089959457997e-42,4.66518022680808e-41,Upregulated,Project_TCGA-BRCA
BPIFB6,4.07500141650551,3.68604635702526,0.444734453689264,8.28819608296124,1.14978918379649e-16,3.67488284971761e-16,Upregulated,Project_TCGA-BRCA
BRINP3,340.037103815654,3.51802310523141,0.38937884798652,9.03496202586022,1.64059382165436e-19,5.88311399455113e-19,Upregulated,Project_TCGA-BRCA
BRIP1,695.581219313865,2.19823950539628,0.111357475620016,19.7403855749866,9.70347351592741e-87,2.9233211416348e-85,Upregulated,Project_TCGA-BRCA
BRSK2,153.692032039023,2.82843341453249,0.197985983590539,14.2860285523144,2.6743164744393503e-46,2.6038905842396502e-45,Upregulated,Project_TCGA-BRCA
BTNL9,1007.78193505662,-4.00848158861034,0.1434954554543,-27.9345542750443,1.0155765042091e-171,1.92486257428835e-169,Downregulated,Project_TCGA-BRCA
BUB1,1543.70127920923,3.28144557447827,0.111617167613469,29.3991116657066,5.63712860805301e-190,1.7749681401034e-187,Upregulated,Project_TCGA-BRCA
BUB1B,902.392488009741,2.89837383007577,0.107031479133673,27.0796391261301,1.7105925474328e-161,2.4375319497067996e-159,Upregulated,Project_TCGA-BRCA
BX276092.9,5.39505597072279,2.67074194880235,0.344025002252069,7.76322049653091,8.2799476675514e-15,2.44503310188986e-14,Upregulated,Project_TCGA-BRCA
C10orf82,277.222345189848,2.20765506715275,0.255236906608453,8.64943513259002,5.17549646800291e-18,1.74350374544181e-17,Upregulated,Project_TCGA-BRCA
C10orf90,62.3458603254739,-2.39971647584114,0.233530926723798,-10.2757973408778,9.059220742165411e-25,4.08816706723424e-24,Downregulated,Project_TCGA-BRCA
